symbol,minute_str,minute_int,updated_at_ms,spot_price,strike,straddle_price,open,high,low,close,ce_close,pe_close,ce_volume,pe_volume,volume,source,version,fo_segment,expiry_rank,spot_pubsub_token,atm_strike,selected_from_atm,ce_instrument_key,pe_instrument_key,ce_exchange_token,pe_exchange_token,ce_pubsub_token,pe_pubsub_token,ce_carry_forward,pe_carry_forward,carry_forward,ce_open,ce_high,ce_low,pe_open,pe_high,pe_low
NIFTY,10:32:00,103200,1774587722642,23034.6,23050.0,481.7,481.7,482.0,481.1,481.7,238.0,243.7,650.0,325.0,975.0,redis_hash,347,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,237.7,238.0,237.7,244.0,244.0,243.4
NIFTY,10:33:00,103300,1774587781141,23024.5,23000.0,489.5,489.5,489.5,489.5,489.5,261.65,227.85,130.0,130.0,260.0,redis_hash,348,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,261.65,261.65,261.65,227.85,227.85,227.85
NIFTY,10:34:00,103400,1774587842651,23008.3,23000.0,487.54999999999995,488.4,489.75,485.79999999999995,487.54999999999995,253.1,234.45,325.0,325.0,650.0,redis_hash,349,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,255.3,255.3,253.1,233.1,234.45,232.7
NIFTY,10:35:00,103500,1774587900694,23009.6,23000.0,488.25,488.2,488.25,488.2,488.25,255.8,232.45,130.0,130.0,260.0,redis_hash,350,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,255.75,255.8,255.75,232.45,232.45,232.45
NIFTY,10:36:00,103600,1774587962115,23010.35,23000.0,488.95,488.0,489.95,487.0,488.95,256.5,232.45,130.0,260.0,390.0,redis_hash,351,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,257.5,257.5,256.5,230.5,232.45,230.5
NIFTY,10:37:00,103700,1774588023685,22998.15,23000.0,483.04999999999995,483.20000000000005,483.7,482.29999999999995,483.04999999999995,247.95,235.1,520.0,585.0,1105.0,redis_hash,352,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,247.8,248.0,247.2,235.4,235.7,235.1
NIFTY,10:38:00,103800,1774588083253,23001.4,23000.0,482.8,483.5,483.95000000000005,482.70000000000005,482.8,247.65,235.15,585.0,650.0,1235.0,redis_hash,353,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,248.05,248.05,247.55,235.45,235.9,235.15
NIFTY,10:39:00,103900,1774588140992,23018.7,23000.0,481.45,481.6,481.65,481.05,481.45,255.2,226.25,325.0,260.0,585.0,redis_hash,354,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,255.4,255.4,255.0,226.2,226.25,226.05
NIFTY,10:40:00,104000,1774588202098,23018.0,23000.0,483.55,483.4,483.65,483.25,483.55,254.5,229.05,195.0,260.0,455.0,redis_hash,355,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,254.6,254.6,254.45,228.8,229.05,228.8
NIFTY,10:41:00,104100,1774588261402,23001.25,23000.0,482.25,482.65,482.65,482.25,482.25,246.6,235.65,195.0,130.0,325.0,redis_hash,356,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,246.65,246.65,246.6,236.0,236.0,235.65
NIFTY,10:42:00,104200,1774588322663,22991.2,23000.0,482.35,481.79999999999995,484.0,480.79999999999995,482.35,245.0,237.35,260.0,390.0,650.0,redis_hash,357,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,244.1,245.0,243.45,237.7,239.0,237.35
NIFTY,10:43:00,104300,1774588381446,23002.85,23000.0,485.70000000000005,486.05,486.4,485.35,485.70000000000005,251.4,234.3,130.0,130.0,260.0,redis_hash,358,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,251.05,251.4,251.05,235.0,235.0,234.3
NIFTY,10:44:00,104400,1774588442507,23000.65,23000.0,488.7,489.35,490.35,487.3,488.7,250.25,238.45,520.0,1105.0,1625.0,redis_hash,359,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,251.6,251.7,250.25,237.75,238.65,237.05
NIFTY,10:45:00,104500,1774588501859,22985.85,23000.0,485.2,486.4,486.65,484.79999999999995,485.2,245.5,239.7,195.0,325.0,520.0,redis_hash,360,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,245.25,245.5,245.1,241.15,241.15,239.7
NIFTY,10:46:00,104600,1774588562227,22979.75,23000.0,485.25,484.95000000000005,485.25,484.75,485.25,239.35,245.9,260.0,325.0,585.0,redis_hash,361,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,239.05,239.35,239.05,245.9,245.9,245.7
NIFTY,10:47:00,104700,1774588622256,22975.3,23000.0,485.25,485.4,486.0,484.55,485.25,235.0,250.25,195.0,585.0,780.0,redis_hash,362,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,234.4,235.0,234.3,251.0,251.0,250.25
NIFTY,10:48:00,104800,1774588681145,22979.25,23000.0,483.35,483.7,484.0,483.25,483.35,236.1,247.25,195.0,130.0,325.0,redis_hash,363,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,236.0,236.3,236.0,247.7,247.7,247.25
NIFTY,10:49:00,104900,1774588740861,22988.85,23000.0,481.04999999999995,481.5,481.85,480.7,481.04999999999995,239.85,241.2,325.0,325.0,650.0,redis_hash,364,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,240.65,240.65,239.85,240.85,241.2,240.85
NIFTY,10:50:00,105000,1774588803259,22977.15,23000.0,481.9,481.85,483.65,480.5,481.9,234.9,247.0,390.0,1040.0,1430.0,redis_hash,365,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,233.75,235.45,233.75,248.1,248.2,246.75
NIFTY,10:51:00,105100,1774588861012,22974.0,22950.0,486.20000000000005,485.95,486.20000000000005,485.95,486.20000000000005,259.1,227.1,195.0,260.0,455.0,redis_hash,366,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,258.9,259.1,258.9,227.05,227.1,227.05
NIFTY,10:52:00,105200,1774588923257,22968.85,22950.0,487.75,487.5,488.5,487.0,487.75,257.95,229.8,390.0,520.0,910.0,redis_hash,367,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,258.05,258.7,257.95,229.45,229.8,229.05
NIFTY,10:53:00,105300,1774588981927,22971.9,22950.0,486.6,485.95000000000005,486.90000000000003,485.25,486.6,258.05,228.55,260.0,260.0,520.0,redis_hash,368,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,257.6,258.35,257.6,228.35,228.55,227.65
NIFTY,10:54:00,105400,1774589043252,22962.55,22950.0,484.25,484.65,485.0,483.70000000000005,484.25,252.1,232.15,390.0,390.0,780.0,redis_hash,369,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,252.2,252.2,251.65,232.45,232.8,232.05
NIFTY,10:55:00,105500,1774589100874,22952.25,22950.0,482.75,482.75,482.75,482.75,482.75,244.15,238.6,65.0,65.0,130.0,redis_hash,370,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,244.15,244.15,244.15,238.6,238.6,238.6
NIFTY,10:56:00,105600,1774589162079,22963.8,22950.0,483.45,483.4,484.15,482.54999999999995,483.45,249.25,234.2,195.0,260.0,455.0,redis_hash,371,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,248.5,249.25,248.35,234.9,234.9,234.2
NIFTY,10:57:00,105700,1774589223104,22966.7,22950.0,481.85,481.0,484.35,478.45,481.85,249.85,232.0,325.0,715.0,1040.0,redis_hash,372,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,252.0,252.35,249.85,229.0,232.0,228.6
NIFTY,10:58:00,105800,1774589282207,22964.9,22950.0,484.9,484.6,485.1,484.0,484.9,250.9,234.0,260.0,325.0,585.0,redis_hash,373,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,251.1,251.1,250.55,233.5,234.0,233.45
NIFTY,10:59:00,105900,1774589342226,22975.35,23000.0,478.25,477.65,478.65,477.25,478.25,227.55,250.7,260.0,390.0,650.0,redis_hash,374,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,226.65,227.55,226.65,251.0,251.1,250.6
NIFTY,11:00:00,110000,1774589401570,22973.4,22950.0,481.15,480.0,481.15,480.0,481.15,253.9,227.25,390.0,195.0,585.0,redis_hash,375,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,253.4,253.9,253.4,226.6,227.25,226.6
NIFTY,11:01:00,110100,1774589461238,22985.15,23000.0,474.65,474.2,475.1,474.15,474.65,234.45,240.2,325.0,325.0,650.0,redis_hash,376,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,234.45,234.9,234.45,239.75,240.2,239.7
NIFTY,11:02:00,110200,1774589521025,22994.15,23000.0,475.05,475.3,475.4,475.05,475.05,237.5,237.55,130.0,455.0,585.0,redis_hash,377,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,237.65,237.65,237.5,237.65,237.75,237.55
BANKNIFTY,09:23:00,92300,1774587015194,52915.8,52900.0,1316.35,1310.4,1329.9499999999998,1304.4,1316.35,691.25,625.1,2280.0,2550.0,4830.0,startup_backfill,249,NSE_FO,1,NSE_INDEX:Nifty_Bank,52900.0,False,NSE_FO|52398,NSE_FO|52399,52398,52399,NSE_FO:52398,NSE_FO:52399,False,False,False,687.25,701.3,682.95,623.15,628.65,621.45
BANKNIFTY,09:24:00,92400,1774587015195,52885.85,52900.0,1325.45,1316.15,1344.8,1301.5,1325.45,686.0,639.45,4440.0,4440.0,8880.0,startup_backfill,250,NSE_FO,1,NSE_INDEX:Nifty_Bank,52900.0,False,NSE_FO|52398,NSE_FO|52399,52398,52399,NSE_FO:52398,NSE_FO:52399,False,False,False,690.35,700.0,679.5,625.8,644.8,622.0
BANKNIFTY,09:25:00,92500,1774587015196,52873.3,52900.0,1306.85,1328.95,1341.75,1295.15,1306.85,666.65,640.2,4890.0,4050.0,8940.0,startup_backfill,251,NSE_FO,1,NSE_INDEX:Nifty_Bank,52900.0,False,NSE_FO|52398,NSE_FO|52399,52398,52399,NSE_FO:52398,NSE_FO:52399,False,False,False,686.0,688.0,659.0,642.95,653.75,636.15
BANKNIFTY,09:26:00,92600,1774587015197,52843.2,52800.0,1320.7,1321.4,1341.35,1293.95,1320.7,717.45,603.25,4320.0,3420.0,7740.0,startup_backfill,252,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,726.0,731.35,707.0,595.4,610.0,586.95
BANKNIFTY,09:27:00,92700,1774587015197,52850.9,52900.0,1313.1,1310.5500000000002,1334.25,1297.65,1313.1,657.85,655.25,4260.0,4140.0,8400.0,startup_backfill,253,NSE_FO,1,NSE_INDEX:Nifty_Bank,52900.0,False,NSE_FO|52398,NSE_FO|52399,52398,52399,NSE_FO:52398,NSE_FO:52399,False,False,False,661.45,670.7,653.0,649.1,663.55,644.65
BANKNIFTY,09:28:00,92800,1774587015198,52835.15,52800.0,1326.85,1320.9,1347.35,1293.85,1326.85,716.9,609.95,3300.0,3900.0,7200.0,startup_backfill,254,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,709.95,728.25,702.85,610.95,619.1,591.0
BANKNIFTY,09:29:00,92900,1774587015199,52810.7,52800.0,1319.65,1325.35,1336.5,1299.75,1319.65,699.65,620.0,3510.0,3180.0,6690.0,startup_backfill,255,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,716.5,716.5,691.9,608.85,620.0,607.85
BANKNIFTY,09:30:00,93000,1774587015200,52760.9,52800.0,1313.2,1317.4,1350.95,1277.8,1313.2,665.5,647.7,3750.0,3750.0,7500.0,startup_backfill,256,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,697.5,697.5,659.8,619.9,653.45,618.0
BANKNIFTY,09:31:00,93100,1774587015200,52794.25,52800.0,1314.65,1314.75,1332.85,1294.35,1314.65,681.05,633.6,3600.0,3750.0,7350.0,startup_backfill,257,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,667.75,684.8,667.75,647.0,648.05,626.6
BANKNIFTY,09:32:00,93200,1774587015201,52828.15,52800.0,1315.4,1313.6,1334.65,1289.0,1315.4,689.7,625.7,3420.0,3600.0,7020.0,startup_backfill,258,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,682.25,702.7,681.85,631.35,631.95,607.15
BANKNIFTY,09:33:00,93300,1774587015202,52793.15,52800.0,1315.2,1314.75,1335.1999999999998,1295.4,1315.2,674.25,640.95,3960.0,3600.0,7560.0,startup_backfill,259,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,691.4,691.4,672.05,623.35,643.8,623.35
BANKNIFTY,09:34:00,93400,1774587015203,52742.3,52700.0,1320.95,1330.15,1357.6,1290.65,1320.95,698.95,622.0,3900.0,3570.0,7470.0,startup_backfill,260,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,732.4,733.95,695.9,597.75,623.65,594.75
BANKNIFTY,09:35:00,93500,1774587015204,52725.4,52700.0,1319.9,1321.4499999999998,1340.05,1300.5500000000002,1319.9,693.3,626.6,3660.0,3630.0,7290.0,startup_backfill,261,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,700.9,711.25,690.1,620.55,628.8,610.45
BANKNIFTY,09:36:00,93600,1774587015204,52736.65,52700.0,1321.35,1318.5,1336.45,1305.95,1321.35,700.65,620.7,3600.0,4260.0,7860.0,startup_backfill,262,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,692.5,710.0,692.5,626.0,626.45,613.45
BANKNIFTY,09:37:00,93700,1774587015205,52721.5,52700.0,1324.8,1319.6999999999998,1338.25,1307.0,1324.8,692.8,632.0,3900.0,4020.0,7920.0,startup_backfill,263,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,700.9,704.95,691.0,618.8,633.3,616.0
BANKNIFTY,09:38:00,93800,1774587015206,52716.05,52700.0,1320.35,1327.5,1341.1,1305.15,1320.35,688.2,632.15,3420.0,3810.0,7230.0,startup_backfill,264,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,694.6,703.1,679.9,632.9,638.0,625.25
BANKNIFTY,09:39:00,93900,1774587015207,52739.0,52700.0,1312.75,1315.85,1340.8000000000002,1286.35,1312.75,694.75,618.0,3690.0,4170.0,7860.0,startup_backfill,265,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,687.4,698.95,671.35,628.45,641.85,615.0
BANKNIFTY,09:40:00,94000,1774587015208,52743.4,52700.0,1313.9,1313.75,1335.1,1284.25,1313.9,690.75,623.15,4200.0,3750.0,7950.0,startup_backfill,266,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,697.8,711.8,690.75,615.95,623.3,593.5
BANKNIFTY,09:41:00,94100,1774587015208,52731.3,52700.0,1312.45,1313.8000000000002,1323.0,1299.0,1312.45,690.5,621.95,4050.0,4470.0,8520.0,startup_backfill,267,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,693.85,701.05,690.0,619.95,621.95,609.0
BANKNIFTY,09:42:00,94200,1774587015209,52762.25,52800.0,1291.15,1299.1,1313.85,1276.45,1291.15,642.95,648.2,3570.0,3990.0,7560.0,startup_backfill,268,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,634.25,645.85,630.2,664.85,668.0,646.25
BANKNIFTY,09:43:00,94300,1774587015210,52788.95,52800.0,1278.5,1291.8000000000002,1309.6999999999998,1262.5,1278.5,650.0,628.5,3810.0,3840.0,7650.0,startup_backfill,269,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,643.95,657.4,641.75,647.85,652.3,620.75
BANKNIFTY,09:44:00,94400,1774587015211,52791.45,52800.0,1276.2,1275.5,1292.4499999999998,1267.4,1276.2,646.85,629.35,4350.0,4380.0,8730.0,startup_backfill,270,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,649.55,655.4,643.6,625.95,637.05,623.8
BANKNIFTY,09:45:00,94500,1774587015211,52743.45,52700.0,1294.95,1291.9,1321.9,1262.05,1294.95,680.0,614.95,5520.0,3690.0,9210.0,startup_backfill,271,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,705.1,706.95,680.0,586.8,614.95,582.05
BANKNIFTY,09:46:00,94600,1774587015212,52740.95,52700.0,1306.1999999999998,1293.9,1312.35,1287.0,1306.1999999999998,686.9,619.3,4380.0,4110.0,8490.0,startup_backfill,272,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,680.6,689.4,678.25,613.3,622.95,608.75
BANKNIFTY,09:47:00,94700,1774587015214,52747.5,52700.0,1302.5,1306.6999999999998,1318.75,1288.75,1302.5,688.0,614.5,3360.0,4440.0,7800.0,startup_backfill,273,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,688.15,689.45,675.0,618.55,629.3,613.75
BANKNIFTY,09:48:00,94800,1774587015214,52755.6,52800.0,1285.9499999999998,1292.95,1317.15,1263.65,1285.9499999999998,636.55,649.4,3900.0,4710.0,8610.0,startup_backfill,274,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,636.95,647.0,624.6,656.0,670.15,639.05
BANKNIFTY,09:49:00,94900,1774587015215,52756.5,52800.0,1290.6999999999998,1289.1,1302.4,1280.0,1290.6999999999998,638.65,652.05,3360.0,3660.0,7020.0,startup_backfill,275,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,637.2,642.2,634.0,651.9,660.2,646.0
BANKNIFTY,09:50:00,95000,1774587015216,52754.65,52800.0,1294.15,1293.15,1301.25,1281.25,1294.15,641.1,653.05,3600.0,5370.0,8970.0,startup_backfill,276,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,637.8,643.55,633.65,655.35,657.7,647.6
BANKNIFTY,09:51:00,95100,1774587015217,52769.35,52800.0,1287.4,1296.1,1307.0,1269.8,1287.4,645.55,641.85,3810.0,4110.0,7920.0,startup_backfill,277,NSE_FO,1,NSE_INDEX:Nifty_Bank,52800.0,False,NSE_FO|52396,NSE_FO|52397,52396,52397,NSE_FO:52396,NSE_FO:52397,False,False,False,641.25,648.0,633.65,654.85,659.0,636.15
BANKNIFTY,09:52:00,95200,1774587015218,52732.75,52700.0,1302.4,1297.9,1334.75,1262.45,1302.4,684.05,618.35,3900.0,3330.0,7230.0,startup_backfill,278,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,701.5,707.65,674.35,596.4,627.1,588.1
BANKNIFTY,09:53:00,95300,1774587015219,52731.05,52700.0,1301.2,1301.85,1316.75,1286.95,1301.2,686.0,615.2,3210.0,4230.0,7440.0,startup_backfill,279,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,683.05,688.3,673.95,618.8,628.45,613.0
BANKNIFTY,09:54:00,95400,1774587015219,52716.0,52700.0,1296.95,1312.8,1316.35,1294.9,1296.95,666.95,630.0,3300.0,30.0,3330.0,startup_backfill,280,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,682.8,686.35,664.9,630.0,630.0,630.0
BANKNIFTY,09:55:00,95500,1774587015220,52681.65,52700.0,1307.55,1293.8,1328.15,1269.2,1307.55,654.25,653.3,3630.0,3690.0,7320.0,startup_backfill,281,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,663.9,672.3,646.75,629.9,655.85,622.45
BANKNIFTY,09:56:00,95600,1774587015221,52683.6,52700.0,1294.6,1306.35,1317.3,1280.0,1294.6,648.75,645.85,3750.0,3780.0,7530.0,startup_backfill,282,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,651.35,660.0,645.0,655.0,657.3,635.0
BANKNIFTY,09:57:00,95700,1774587015222,52667.3,52700.0,1297.25,1291.8000000000002,1304.25,1281.4499999999998,1297.25,648.3,648.95,3390.0,3690.0,7080.0,startup_backfill,283,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,645.95,654.25,644.65,645.85,650.0,636.8
BANKNIFTY,09:58:00,95800,1774587015222,52655.8,52700.0,1288.8,1300.3,1305.4499999999998,1279.1999999999998,1288.8,639.65,649.15,4410.0,3780.0,8190.0,startup_backfill,284,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,649.0,650.55,634.55,651.3,654.9,644.65
BANKNIFTY,09:59:00,95900,1774587015223,52681.55,52700.0,1286.95,1293.1,1302.45,1268.95,1286.95,643.95,643.0,4050.0,3750.0,7800.0,startup_backfill,285,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,639.1,648.0,635.1,654.0,654.45,633.85
BANKNIFTY,10:00:00,100000,1774587015224,52690.8,52700.0,1278.15,1286.5500000000002,1302.4,1256.65,1278.15,651.95,626.2,3210.0,3390.0,6600.0,startup_backfill,286,NSE_FO,1,NSE_INDEX:Nifty_Bank,52700.0,False,NSE_FO|52394,NSE_FO|52395,52394,52395,NSE_FO:52394,NSE_FO:52395,False,False,False,644.1,654.95,635.6,642.45,647.45,621.05
